entrez	symbol	chromosome	tstart	tend
2814	GP5	chr3	194396603	194398282
2817	GPC1	chr2	240435919	240466287
2827	GPR3	chr1	27393799	27394788
2828	GPR4	chr19	45590781	45591866
2831	NPBWR1	chr8	52939908	52940891
2832	NPBWR2	chr20	64105833	64106831
2834	PRLHR	chr10	118594135	118595244
2835	GPR12	chr13	26758826	26759827
2838	GPR15	chr3	98532034	98533113
2843	GPR20	chr8	141356850	141357923
2847	MCHR1	chr22	40679446	40681925
2848	GPR25	chr1	200873038	200874120
2853	GPR31	chr6	167156875	167157831
2854	GPR32	chr19	50770601	50771668
2861	GPR37	chr7	124746528	124764976
2862	MLNR	chr13	49220338	49222374
2863	GPR39	chr2	132417043	132645603
2864	FFAR1	chr19	35351552	35352451
2866	GPR42	chr19	35371360	35372397
2867	FFAR2	chr19	35449715	35450704
2874	GPS2	chr17	7312759	7315052
2878	GPX3	chr5	151020655	151028127
2880	GPX5	chr6	28526014	28534164
2885	GRB2	chr17	75320371	75393628
2896	GRN	chr17	44349165	44352795
2909	ARHGAP35	chr19	46918676	47000685
2919	CXCL1	chr4	73869471	73869987
2920	CXCL2	chr4	74098603	74099120
2921	CXCL3	chr4	74038092	74038611
2941	GSTA4	chr6	52978473	52994243
2959	GTF2B	chr1	88853216	88887366
2962	GTF2F1	chr19	6380284	6392903
2966	GTF2H2	chr5	71035680	71062763
2968	GTF2H4	chr6	30909037	30913980
2971	GTF3A	chr13	27424741	27435594
2979	GUCA1B	chr6	42184818	42194820
2984	GUCY2C	chr12	14613120	14696448
2986	GUCY2F	chrX	109375902	109475936
2996	GYPE	chr4	143876758	143880510
3002	GZMB	chr14	24631074	24634160
3003	GZMK	chr5	55024323	55033923
3014	H2AFX	chr11	119094966	119095394
3015	H2AFZ	chr4	99948465	99949740
3060	HCRT	chr17	42184157	42184540
3061	HCRTR1	chr1	31619193	31632515
3064	HTT	chr4	3074826	3240056
3065	HDAC1	chr1	32292170	32332750
3066	HDAC2	chr6	113941707	113970908
3078	CFHR1	chr1	196819845	196831996
3087	HHEX	chr10	92689987	92694765
3101	HK3	chr5	176881076	176896159
3109	HLA-DMB	chr6	32935340	32940807
3111	HLA-DOA	chr6	33007079	33009536
3112	HLA-DOB	chr6	32813721	32816951
3115	HLA-DPB1	chr6	33076042	33085888
3117	HLA-DQA1	chr6	32637459	32642761
3162	HMOX1	chr22	35383104	35393595
3169	FOXA1	chr14	37591368	37594972
3171	FOXA3	chr19	45864457	45873055
3174	HNF4G	chr8	75539993	75564093
3175	ONECUT1	chr15	52757558	52789884
3181	HNRNPA2B1	chr7	26192519	26197732
3182	HNRNPAB	chr5	178204838	178210620
3189	HNRNPH3	chr10	68337222	68342051
3192	HNRNPU	chr1	244854453	244864307
3201	HOXA4	chr7	27129228	27130733
3208	HPCA	chr1	32888899	32893859
3211	HOXB1	chr17	48529550	48530904
3212	HOXB2	chr17	48543071	48544911
3215	HOXB5	chr17	48592212	48593682
3217	HOXB7	chr17	48607845	48610918
3223	HOXC6	chr12	54028522	54029959
3236	HOXD10	chr2	176116834	176119228
3249	HPN	chr19	35049289	35066080
3270	HRC	chr19	49152002	49155237
3281	HSBP1	chr16	83808077	83809420
3294	HSD17B2	chr16	82035425	82098433
3308	HSPA4	chr5	133052251	133104433
3310	HSPA6	chr1	161524659	161526587
3313	HSPA9	chr5	138556040	138575318
3315	HSPB1	chr7	76302713	76304170
3316	HSPB2	chr11	111912830	111913892
3329	HSPD1	chr2	197487049	197498848
3344	FOXN2	chr2	48346215	48375440
3346	HTN1	chr4	70053077	70055566
3364	HUS1	chr7	47965359	47979519
3376	IARS	chr9	92210810	92289419
3381	IBSP	chr4	87802362	87811907
3394	IRF8	chr16	85903016	85921279
3397	ID1	chr20	31605388	31605834
3398	ID2	chr2	8682166	8682896
3399	ID3	chr1	23558963	23559426
3400	ID4	chr6	19837755	19838195
3421	IDH3G	chrX	153785875	153794326
3430	IFI35	chr17	43012179	43014296
3433	IFIT2	chr10	89305960	89307372
3442	IFNA5	chr9	21304690	21305256
3445	IFNA8	chr9	21409177	21409743
3446	IFNA10	chr9	21206531	21207097
3448	IFNA14	chr9	21239369	21239935
3449	IFNA16	chr9	21216739	21217305
3452	IFNA21	chr9	21166046	21166612
3456	IFNB1	chr9	21077309	21077869
3467	IFNW1	chr9	21140986	21141570
3476	IGBP1	chrX	70133948	70165978
3487	IGFBP4	chr17	40443736	40456580
3489	IGFBP6	chr12	53097718	53102164
3491	CYR61	chr1	85580985	85583039
3508	IGHMBP2	chr11	68903953	68939728
3549	IHH	chr2	219055210	219060467
3575	IL7R	chr5	35856978	35876483
3587	IL10RA	chr11	117986468	117999638
3593	IL12B	chr5	159316688	159326782
3596	IL13	chr5	132658187	132660279
3604	TNFRSF9	chr1	7920838	7939994
3605	IL17A	chr6	52187603	52189289
3607	FOXK2	chr17	82519889	82601496
3620	IDO1	chr8	39913923	39928182
3623	INHA	chr2	219572375	219575523
3625	INHBB	chr2	120346189	120349871
3627	CXCL10	chr4	76022365	76023431
3638	INSIG1	chr7	155298286	155308355
3641	INSL4	chr9	5231524	5233874
3642	INSM1	chr20	20368268	20369797
3656	IRAK2	chr3	10164955	10242225
3659	IRF1	chr5	132483954	132489478
3660	IRF2	chr4	184388761	184429064
3665	IRF7	chr11	612648	615318
3670	ISL1	chr5	51384543	51393607
3673	ITGA2	chr5	52989469	53090596
3675	ITGA3	chr17	50056440	50088332
3678	ITGA5	chr12	54396296	54419198
3680	ITGA9	chr3	37452375	37818986
3688	ITGB1	chr10	32901573	32935558
3693	ITGB5	chr3	124763626	124887000
3696	ITGB8	chr7	20330351	20409994
3698	ITIH2	chr10	7703435	7749331
3706	ITPKA	chr15	41493928	41503163
3707	ITPKB	chr1	226634674	226737458
3710	ITPR3	chr6	33621603	33695777
3714	JAG2	chr14	105142698	105168420
3717	JAK2	chr9	5021988	5126788
3725	JUN	chr1	58782078	58783070
3726	JUNB	chr19	12791772	12792812
3738	KCNA3	chr1	110673085	110674809
3739	KCNA4	chr11	30010720	30012678
3741	KCNA5	chr12	5044148	5045986
3742	KCNA6	chr12	4810042	4811628
3745	KCNB1	chr20	49372986	49482480
3750	KCND1	chrX	48962584	48970271
3752	KCND3	chr1	111776080	111982726
3754	KCNF1	chr2	10912427	10913908
3755	KCNG1	chr20	51004042	51010338
3756	KCNH1	chr1	210683284	211133945
3761	KCNJ4	chr22	38426798	38428132
3763	KCNJ6	chr21	37625162	37715129
3764	KCNJ8	chr12	21765726	21773616
3766	KCNJ10	chr1	160041396	160042532
3775	KCNK1	chr1	233614172	233671527
3777	KCNK3	chr2	26692876	26728565
3783	KCNN4	chr19	43767546	43780861
3791	KDR	chr4	55079944	55125293
3797	KIF3C	chr2	25928981	25981917
3798	KIF5A	chr12	57550272	57583176
3799	KIF5B	chr10	32015532	32055973
3800	KIF5C	chr2	148875618	149011673
3814	KISS1	chr1	204190487	204192876
3816	KLK1	chr19	50819197	50823748
3820	KLRB1	chr12	9595277	9607839
3822	KLRC2	chr12	10431120	10435986
3823	KLRC3	chr12	10415611	10420550
3832	KIF11	chr10	92593376	92653793
3836	KPNA1	chr3	122426988	122496565
3839	KPNA3	chr13	49701803	49792506
3840	KPNA4	chr3	160502107	160565282
3842	TNPO1	chr5	72848385	72905407
3843	IPO5	chr13	97969781	98021819
3851	KRT4	chr12	52807072	52814058
3860	KRT13	chr17	41501259	41505550
3880	KRT19	chr17	41523746	41528247
3881	KRT31	chr17	41394019	41397539
3882	KRT32	chr17	41460113	41467325
3883	KRT33A	chr17	41346122	41350767
3884	KRT33B	chr17	41363839	41369750
3886	KRT35	chr17	41477059	41481097
3889	KRT83	chr12	52314634	52321335
3902	LAG3	chr12	6772853	6778387
3904	LAIR2	chr19	54503699	54510566
3913	LAMB2	chr3	49121229	49132867
3915	LAMC1	chr1	183023717	183142787
3929	LBP	chr20	38346517	38374034
3930	LBR	chr1	225403306	225424075
3936	LCP1	chr13	46127594	46159662
3938	LCT	chr2	135788327	135837169
3948	LDHC	chr11	18412718	18451124
3950	LECT2	chr5	135947334	135954833
3956	LGALS1	chr22	37676986	37679746
3958	LGALS3	chr14	55138039	55145268
3965	LGALS9	chr17	27638263	27648979
4017	LOXL2	chr8	23298046	23368351
4036	LRP2	chr2	169128666	169362399
4038	LRP4	chr11	46858986	46918379
4040	LRP6	chr12	12121129	12266735
4043	LRPAP1	chr4	3512977	3532412
4050	LTB	chr6	31580712	31582417
4060	LUM	chr12	91104168	91108979
4070	TACSTD2	chr1	58576188	58577156
4072	EPCAM	chr2	47369506	47386610
4082	MARCKS	chr6	113857746	113860576
4085	MAD2L1	chr4	120060121	120066734
4097	MAFG	chr17	81922608	81923185
4100	MAGEA1	chrX	153182390	153183316
4112	MAGEB1	chrX	30250494	30251534
4113	MAGEB2	chrX	30218581	30219537
4114	MAGEB3	chrX	30235925	30236962
4115	MAGEB4	chrX	30242136	30243173
4116	MAGOH	chr1	53227048	53238448
4118	MAL	chr2	95025793	95053452
4124	MAN2A1	chr5	109690418	109866995
4131	MAP1B	chr5	72107532	72205236
4141	MARS	chr12	57488091	57516578
4142	MAS1	chr6	159906956	159907930
4145	MATK	chr19	3778186	3785135
4146	MATN1	chr1	30713585	30723551
4148	MATN3	chr2	19993114	20012631
4157	MC1R	chr16	89919259	89920209
4171	MCM2	chr3	127599318	127621770
4179	CD46	chr1	207752213	207793592
4199	ME1	chr6	83211927	83430954
4215	MAP3K3	chr17	63632680	63693774
4246	SCGB2A1	chr11	62208732	62213767
4247	MGAT2	chr14	49621269	49622609
4249	MGAT5	chr2	134254404	134448844
4255	MGMT	chr10	129467216	129766994
4259	MGST3	chr1	165649848	165655501
4282	MIF	chr22	23894475	23895103
4283	CXCL9	chr4	76003601	76007449
4296	MAP3K11	chr11	65598294	65613756
4314	MMP3	chr11	102836129	102843546
4316	MMP7	chr11	102523238	102530700
4318	MMP9	chr20	46008927	46016365
4319	MMP10	chr11	102770796	102780591
4321	MMP12	chr11	102863103	102874937
4322	MMP13	chr11	102944269	102955705
4323	MMP14	chr14	22836818	22846036
4324	MMP15	chr16	58026351	58045443
4330	MN1	chr22	27750918	27800543
4332	MNDA	chr1	158842154	158849234
4338	MOCS2	chr5	53098605	53108646
4356	MPP3	chr17	43801704	43831981
4358	MPV17	chr2	27309915	27322517
4361	MRE11	chr11	94420128	94490964
4437	MSH3	chr5	80654728	80875859
4438	MSH4	chr1	75796986	75912884
4439	MSH5	chr6	31740467	31762528
4440	MSI1	chr12	120345594	120368274
4481	MSR1	chr8	16110088	16177988
4487	MSX1	chr4	4859900	4863140
4488	MSX2	chr5	174724660	174729580
4507	MTAP	chr9	21815433	21859425
4521	NUDT1	chr7	2244548	2250998
4524	MTHFR	chr1	11790543	11803514
4552	MTRR	chr5	7869134	7900055
4580	MTX1	chr1	155208805	155213695
4583	MUC2	chr11	1075650	1109688
4585	MUC4	chr3	195747179	195811817
4600	MX2	chr21	41376907	41408230
4606	MYBPC2	chr19	50435160	50464531
4608	MYBPH	chr1	203168907	203175755
4609	MYC	chr8	127738245	127740955
4618	MYF6	chr12	80707720	80708957
4621	MYH3	chr17	10629597	10655064
4624	MYH6	chr14	23382428	23407223
4626	MYH8	chr17	10390457	10420227
4627	MYH9	chr22	36282671	36349236
4643	MYO1E	chr15	59137383	59272449
4654	MYOD1	chr11	17719783	17721505
4656	MYOG	chr1	203083913	203085961
4661	MYT1	chr20	64198862	64240445
4665	NAB2	chr12	57089272	57094718
4671	NAIP	chr5	70970107	71020786
4675	NAP1L3	chrX	93671787	93673304
4677	NARS	chr18	57601655	57620652
4680	CEACAM6	chr19	41755639	41766256
4686	NCBP1	chr9	97640793	97671196
4692	NDN	chr15	23686255	23687217
4694	NDUFA1	chrX	119871912	119873393
4696	NDUFA3	chr19	54103116	54106899
4697	NDUFA4	chr7	10933639	10940057
4700	NDUFA6	chr22	42086186	42090822
4701	NDUFA7	chr19	8311508	8321358
4704	NDUFA9	chr12	4649127	4687105
4705	NDUFA10	chr2	239961121	240025301
4707	NDUFB1	chr14	92117497	92121777
4708	NDUFB2	chr7	140696745	140704931
4713	NDUFB7	chr19	14566136	14572000
4716	NDUFB10	chr16	1959625	1961903
4722	NDUFS3	chr11	47579092	47584478
4726	NDUFS6	chr5	1801418	1815913
4728	NDUFS8	chr11	68032152	68036590
4733	DRG1	chr22	31400620	31433968
4760	NEUROD1	chr2	181677793	181678860
4775	NFATC3	chr16	68085682	68226468
4779	NFE2L1	chr17	48051119	48059638
4794	NFKBIE	chr6	44259222	44265763
4800	NFYA	chr6	41079090	41097407
4804	NGFR	chr17	49495418	49513006
4811	NID1	chr1	235977870	236065079
4814	NINJ1	chr9	93124911	93134217
4820	NKTR	chr3	42601007	42645972
4821	NKX2-2	chr20	21511926	21513669
4826	NNAT	chr20	37521332	37522893
4829	NMBR	chr6	142075651	142147198
4838	NODAL	chr10	70432939	70441667
4855	NOTCH4	chr6	32195440	32223093
4856	NOV	chr8	119416533	119423129
4857	NOVA1	chr14	26447962	26597436
4858	NOVA2	chr19	45939866	45973351
4868	NPHS1	chr19	35826517	35851837
4879	NPPB	chr1	11858215	11858833
4884	NPTX1	chr17	80470816	80476446
4885	NPTX2	chr7	98617462	98628626
4893	NRAS	chr1	114708538	114716160
4902	NRTN	chr19	5824166	5828170
4904	YBX1	chr1	42682566	42701012
4923	NTSR1	chr20	62709208	62760264
4925	NUCB2	chr11	17295324	17330982
4943	TBC1D25	chrX	48539798	48560972
4976	OPA1	chr3	193614724	193692124
4982	TNFRSF11B	chr8	118924377	118933300
4983	OPHN1	chrX	68052539	68433020
4991	OR1D2	chr17	3092061	3092996
4994	OR3A1	chr17	3291638	3292582
5001	ORC5	chr7	104126851	104207904
5007	OSBP	chr11	59576580	59615664
5016	OVGP1	chr1	111414467	111426642
5017	OVOL1	chr11	65787374	65795338
5018	OXA1L	chr14	22766522	22771555
5024	P2RX3	chr11	57338551	57369994
5027	P2RX7	chr12	121132971	121184799
5028	P2RY1	chr3	152835783	152836901
5029	P2RY2	chr11	73234160	73235290
5030	P2RY4	chrX	70258530	70259624
5037	PEBP1	chr12	118136210	118144800
5062	PAK2	chr3	196782647	196828402
5068	REG3A	chr2	79157229	79159405
5069	PAPPA	chr9	116154173	116396613
5074	PAWR	chr12	79592610	79690244
5089	PBX2	chr6	32186385	32189915
5100	PCDH8	chr13	52844563	52848436
5105	PCK1	chr20	57561412	57565801
5111	PCNA	chr20	5115286	5119798
5118	PCOLCE	chr7	100602457	100608100
5132	PDC	chr1	186443982	186449459
5133	PDCD1	chr2	241851061	241858838
5155	PDGFB	chr22	39225726	39243963
5156	PDGFRA	chr4	54258757	54295269
5159	PDGFRB	chr5	150115766	150137047
5166	PDK4	chr7	95585644	95596293
5176	SERPINF1	chr17	1766911	1777443
5187	PER1	chr17	8141071	8150706
5188	GATB	chr4	151671177	151760982
5194	PEX13	chr2	61017760	61048767
5197	PF4V1	chr4	73853363	73854119
5201	PFDN1	chr5	140245977	140300582
5204	PFDN5	chr12	53295568	53299342
5217	PFN2	chr3	149966170	149970856
5250	SLC25A3	chr12	98593979	98601525
5252	PHF1	chr6	33412264	33416095
5266	PI3	chr20	45174923	45176132
5268	SERPINB5	chr18	63484429	63503719
5272	SERPINB9	chr6	2890166	2900611
5273	SERPINB10	chr18	63915511	63935239
5277	PIGA	chrX	15321509	15331930
5284	PIGR	chr1	206930321	206939464
5287	PIK3C2B	chr1	204424855	204469802
5296	PIK3R2	chr19	18155880	18169291
5304	PIP	chr7	143135195	143139639
5305	PIP4K2A	chr10	22537204	22714326
5307	PITX1	chr5	135028782	135033881
5309	PITX3	chr10	102230517	102232080
5326	PLAGL2	chr20	32196455	32202178
5336	PLCG2	chr16	81785990	81956880
5341	PLEK	chr2	68365352	68395813
5347	PLK1	chr16	23678933	23690060
5355	PLP2	chrX	49172001	49174424
5367	PMCH	chr12	102196655	102197770
5371	PML	chr15	73994813	74045005
5375	PMP2	chr8	81443401	81447386
5409	PNMT	chr17	39668476	39670386
5411	PNN	chr14	39175280	39181860
5422	POLA1	chrX	24693962	24995947
5433	POLR2D	chr2	127848110	127858100
5436	POLR2G	chr11	62761795	62766278
5440	POLR2K	chr8	100151356	100151915
5453	POU3F1	chr1	38045391	38046743
5458	POU4F2	chr4	146639141	146640805
5459	POU4F3	chr5	146339113	146340441
5468	PPARG	chr3	12351593	12470885
5469	MED1	chr17	39405002	39447905
5471	PPAT	chr4	56395355	56435477
5473	PPBP	chr4	73987275	73988103
5481	PPID	chr4	158709739	158723288
5500	PPP1CB	chr2	28752125	28799300
5506	PPP1R3A	chr7	113877726	113918996
5511	PPP1R8	chr1	27830836	27850443
5514	PPP1R10	chr6	30601552	30609944
5515	PPP2CA	chr5	134197775	134225861
5542	PRB1	chr12	11353110	11355553
5549	PRELP	chr1	203483185	203486878
5550	PREP	chr6	105278147	105402891
5562	PRKAA1	chr5	40762781	40798189
5568	PRKACG	chr9	69013040	69014092
5576	PRKAR2A	chr3	48751588	48847596
5577	PRKAR2B	chr7	107044908	107159579
5578	PRKCA	chr17	66302852	66804034
5579	PRKCB	chr16	23836176	24220110
5584	PRKCI	chr3	170222670	170303124
5587	PRKD1	chr14	29577241	29927512
5594	MAPK1	chr22	21769207	21867440
5597	MAPK6	chr15	52046461	52064997
5600	MAPK11	chr22	50264951	50270292
5603	MAPK13	chr6	36130583	36139370
5604	MAP2K1	chr15	66387348	66490612
5612	THAP12	chr11	76350867	76380836
5613	PRKX	chrX	3612203	3713253
5619	PRM1	chr16	11281128	11281238
5623	PSPN	chr19	6375297	6375849
5635	PRPSAP1	chr17	76311545	76353703
5649	RELN	chr7	103472815	103989356
5652	PRSS8	chr16	31132012	31135498
5654	HTRA1	chr10	122461653	122514356
5657	PRTN3	chr19	841009	847966
5683	PSMA2	chr7	42917577	42927461
5684	PSMA3	chr14	58247750	58271892
5688	PSMA7	chr20	62136860	62143303
5689	PSMB1	chr6	170535223	170553242
5691	PSMB3	chr17	38753150	38764164
5692	PSMB4	chr1	151399588	151401628
5695	PSMB7	chr9	124353601	124415425
5696	PSMB8	chr6	32840962	32844413
5697	PYY	chr17	43953108	43953483
5698	PSMB9	chr6	32854230	32859529
5699	PSMB10	chr16	67934563	67936749
5700	PSMC1	chr14	90259160	90272404
5706	PSMC6	chr14	52707178	52727614
5709	PSMD3	chr17	39980971	39997578
5710	PSMD4	chr1	151262162	151267340
5713	PSMD7	chr16	74296915	74305730
5714	PSMD8	chr19	38374602	38383387
5716	PSMD10	chrX	108084977	108091520
5719	PSMD13	chr11	237050	252597
5723	PSPH	chr7	56011765	56021212
5744	PTHLH	chr12	27963347	27969494
5763	PTMS	chr12	6766706	6770439
5777	PTPN6	chr12	6951607	6960917
5780	PTPN9	chr15	75468772	75578776
5781	PTPN11	chr12	112446274	112504761
5786	PTPRA	chr20	2964278	3038130
5800	PTPRO	chr12	15322727	15595038
5802	PTPRS	chr19	5206777	5286140
5810	RAD1	chr5	34908768	34914892
5818	NECTIN1	chr11	119638101	119728553
5822	PWP2	chr21	44108984	44130768
5826	ABCD4	chr14	74286464	74300270
5861	RAB1A	chr2	65088496	65104805
5864	RAB3A	chr19	18197473	18202740
5865	RAB3B	chr1	51919930	51977117
5873	RAB27A	chr15	55205510	55234934
5874	RAB27B	chr18	54877586	54893070
5875	RABGGTA	chr14	24265618	24270947
5876	RABGGTB	chr1	75787497	75794647
5877	RABIF	chr1	202880981	202889098
5894	RAF1	chr3	12584517	12618721
5912	RAP2B	chr3	153162694	153163242
5917	RARS	chr5	168486499	168519187
5919	RARRES2	chr7	150338628	150340609
5920	RARRES3	chr11	63539516	63546253
5921	RASA1	chr5	87268452	87390880
5932	RBBP8	chr18	22936852	23026244
5933	RBL1	chr20	36998762	37095928
5934	RBL2	chr16	53434557	53490297
5948	RBP2	chr3	139453119	139476459
5949	RBP3	chr10	47348485	47357454
5950	RBP4	chr10	93593821	93601716
5954	RCN1	chr11	32091197	32104469
5957	RCVRN	chr17	9898098	9905180
5965	RECQL	chr12	21470197	21491717
5967	REG1A	chr2	79120862	79123212
5973	RENBP	chrX	153935289	153944418
5977	DPF2	chr11	65340386	65351756
5979	RET	chr10	43100446	43128266
5983	RFC3	chr13	33818179	33966150
5984	RFC4	chr3	186789972	186804713
5986	RFNG	chr17	82048729	82051766
5996	RGS1	chr1	192575793	192579319
5997	RGS2	chr1	192809072	192811593
6002	RGS12	chr4	3316171	3439681
6003	RGS13	chr1	192644335	192659520
6004	RGS16	chr1	182600295	182604259
6011	GRK1	chr13	113667387	113735360
6015	RING1	chr6	33208823	33212396
6019	RLN2	chr9	5300101	5304580
6035	RNASE1	chr14	20801601	20802068
6036	RNASE2	chr14	20955772	20956254
6037	RNASE3	chr14	20891687	20892166
6050	RNH1	chr11	494694	502162
6095	RORA	chr15	60497458	60706340
6119	RPA3	chr7	7637003	7640418
6182	MRPL12	chr17	81703502	81707237
6184	RPN1	chr3	128620414	128650800
6187	RPS2	chr16	1962101	1964625
6199	RPS6KB2	chr11	67428546	67435166
6274	S100A3	chr1	153547685	153548485
6275	S100A4	chr1	153543762	153544794
6278	S100A7	chr1	153457809	153459013
6280	S100A9	chr1	153358284	153360835
6281	S100A10	chr1	151983166	151986230
6301	SARS	chr1	109213993	109237885
6318	SERPINB4	chr18	63637722	63643577
6319	SCD	chr10	100348064	100360930
6320	CLEC11A	chr19	50723526	50725464
6327	SCN2B	chr11	118166890	118176431
6332	SCN7A	chr2	166405583	166477696
6341	SCO1	chr17	10681122	10697507
6346	CCL1	chr17	34360562	34363161
6347	CCL2	chr17	34255350	34256824
6348	CCL3	chr17	36088675	36090058
6351	CCL4	chr17	36103906	36105309
6356	CCL11	chr17	34285809	34287687
6360	CCL16	chr17	35977569	35981420
6362	CCL18	chr17	36064343	36071038
6367	CCL22	chr16	57358817	57363585
6368	CCL23	chr17	36013200	36017897
6369	CCL24	chr7	75811799	75813715
6372	CXCL6	chr4	73836751	73837284
6374	CXCL5	chr4	73998011	73998581
6375	XCL1	chr1	168576638	168581217
6383	SDC2	chr8	96494272	96609545
6385	SDC4	chr20	45327267	45348384
6390	SDHB	chr1	17018884	17054019
6398	SECTM1	chr17	82322164	82327240
6403	SELP	chr1	169590151	169619219
6406	SEMG1	chr20	45207054	45208683
6407	SEMG2	chr20	45221390	45223378
6421	SFPQ	chr1	35184459	35193049
6422	SFRP1	chr8	41265170	41309159
6423	SFRP2	chr4	153781454	153788835
6424	SFRP4	chr7	37907482	37916537
6425	SFRP5	chr10	97767517	97771833
6441	SFTPD	chr10	79937855	79946659
6449	SGTA	chr19	2757346	2769068
6461	SHB	chr9	37919824	38068645
6478	SIAH2	chr3	150742144	150762849
6480	ST6GAL1	chr3	187042704	187075800
6482	ST3GAL1	chr8	133459767	133476024
6492	SIM1	chr6	100390364	100463468
6493	SIM2	chr21	36699747	36748089
6504	SLAMF1	chr1	160610751	160646945
6508	SLC4A3	chr2	219627993	219641725
6529	SLC6A1	chr3	11017212	11036963
6545	SLC7A4	chr22	21029058	21031812
6548	SLC9A1	chr1	27100310	27154334
6549	SLC9A2	chr2	102619849	102708486
6553	SLC9A5	chr16	67249015	67271207
6554	SLC10A1	chr14	69776285	69797155
6564	SLC15A1	chr13	98684727	98726449
6571	SLC18A2	chr10	117241694	117277263
6572	SLC18A3	chr10	49610741	49612336
6582	SLC22A2	chr6	160217435	160258757
6583	SLC22A4	chr5	132294617	132343832
6585	SLIT1	chr10	97001115	97185674
6588	SLN	chr11	107707838	107707930
6590	SLPI	chr20	45253003	45254543
6591	SNAI2	chr8	48918810	48921265
6599	SMARCC1	chr3	47588212	47781797
6602	SMARCD1	chr12	50085370	50098997
6605	SMARCE1	chr17	40628788	40642559
6610	SMPD2	chr6	109441122	109443902
6616	SNAP25	chr20	10275492	10306194
6617	SNAPC1	chr14	61762461	61792901
6618	SNAPC2	chr19	7920367	7922761
6621	SNAPC4	chr9	136376359	136398428
6623	SNCG	chr10	86958698	86962675
6624	FSCN1	chr7	5592937	5605471
6626	SNRPA	chr19	40751409	40765164
6627	SNRPA1	chr15	101281727	101295178
6628	SNRPB	chr20	2462634	2467758
6629	SNRPB2	chr20	16731703	16741002
6631	SNRPC	chr6	34757913	34773567
6633	SNRPD2	chr19	45687556	45688565
6636	SNRPF	chr12	95861168	95866068
6638	SNRPN	chr15	24975358	24978320
6640	SNTA1	chr20	33408510	33443620
6649	SOD3	chr4	24799522	24800241
6652	SORD	chr15	45023284	45073527
6653	SORL1	chr11	121452332	121629560
6657	SOX2	chr3	181712361	181713311
6659	SOX4	chr6	21594535	21595956
6664	SOX11	chr2	5692722	5694044
6671	SP4	chr7	21428676	21511266
6675	UAP1	chr1	162566069	162599360
6690	SPINK1	chr5	147824664	147831577
6695	SPOCK1	chr5	136978657	137498558
6697	SPR	chr2	72887433	72891534
6699	SPRR1B	chr1	153032346	153032612
6708	SPTA1	chr1	158611267	158685347
6710	SPTB	chr14	64749309	64823094
6711	SPTBN1	chr2	54526419	54668566
6713	SQLE	chr8	124999404	125021942
6721	SREBF2	chr22	41833271	41905657
6732	SRPK1	chr6	35835307	35920529
6736	SRY	chrY	2786992	2787603
6737	TRIM21	chr11	4385288	4390409
6774	STAT3	chr17	42315748	42348516
6781	STC1	chr8	23844773	23854523
6820	SULT2B1	chr19	48552253	48599403
6822	SULT2A1	chr19	47871458	47886257
6827	SUPT4H1	chr17	58346249	58352135
6844	VAMP2	chr17	8161608	8162371
6846	XCL2	chr1	168540955	168543964
6853	SYN1	chrX	47572867	47619728
6854	SYN2	chr3	12004552	12190622
6855	SYP	chrX	49191440	49199036
6863	TAC1	chr7	97732613	97739917
6868	ADAM17	chr2	9490180	9555605
6885	MAP3K7	chr6	90516504	90586883
6892	TAPBP	chr6	33303778	33313865
6895	TARBP2	chr12	53501409	53506145
6903	TBCC	chr6	42745036	42746073
6924	ELOA	chr1	23743426	23759570
6939	TCF15	chr20	604594	610237
6940	ZNF354A	chr5	178712063	178727128
6943	TCF21	chr6	133889398	133891799
6996	TDG	chr12	103976916	103987087
7004	TEAD4	chr12	2994770	3040475
7005	TEAD3	chr6	35475047	35486659
7006	TEC	chr4	48137419	48228614
7022	TFAP2C	chr20	56629545	56638010
7023	TFAP4	chr16	4258058	4272746
7031	TFF1	chr21	42363256	42366495
7033	TFF3	chr21	42313486	42315416
7043	TGFB3	chr14	75959190	75980893
7052	TGM2	chr20	38130222	38161600
7053	TGM3	chr20	2309656	2340578
7057	THBS1	chr15	39581858	39594439
7058	THBS2	chr6	169220199	169250784
7064	THOP1	chr19	2790420	2813273
7072	TIA1	chr2	70212722	70236174
7074	TIAM1	chr21	31120371	31266972
7079	TIMP4	chr3	12153518	12158840
7087	ICAM5	chr19	10290044	10296613
7095	SEC62	chr3	169975605	169993060
7096	TLR1	chr4	38796474	38798831
7098	TLR3	chr4	186076620	186084870
7099	TLR4	chr9	117704473	117714645
7100	TLR5	chr1	223110458	223113031
7102	TSPAN7	chrX	38561547	38687664
7103	TSPAN8	chr12	71125337	71157678
7104	TM4SF4	chr3	149474878	149498911
7107	GPR137B	chr1	236142623	236208155
7125	TNNC2	chr20	45823992	45824834
7134	TNNC1	chr3	52451392	52452253
7135	TNNI1	chr1	201410331	201415254
7141	TNP1	chr2	216859897	216860034
7143	TNR	chr1	175323360	175406714
7150	TOP1	chr20	41061393	41123294
7166	TPH1	chr11	18020994	18040762
7175	TPR	chr1	186313974	186375028
7177	TPSAB1	chr16	1240939	1242237
7184	HSP90B1	chr12	103930516	103946944
7189	TRAF6	chr11	36489841	36501515
7201	TRHR	chr8	109087513	109119452
7205	TRIP6	chr7	100867498	100873300
7225	TRPC6	chr11	101452958	101583503
7259	TSPYL1	chr6	116278520	116279830
