entrez	symbol	chromosome	tstart	tend
3745	KCNB1	chr20	47989523	48099017
3752	KCND3	chr1	112318702	112525348
3754	KCNF1	chr2	11052553	11054034
3755	KCNG1	chr20	49620579	49626875
3756	KCNH1	chr1	210856626	211307287
3761	KCNJ4	chr22	38822803	38824137
3763	KCNJ6	chr21	38997464	39087432
3764	KCNJ8	chr12	21918660	21926550
3766	KCNJ10	chr1	160011186	160012322
3775	KCNK1	chr1	233749918	233807273
3777	KCNK3	chr2	26915744	26951433
3783	KCNN4	chr19	44271698	44285013
3791	KDR	chr4	55946111	55991460
3797	KIF3C	chr2	26151850	26204786
3798	KIF5A	chr12	57944055	57976959
3799	KIF5B	chr10	32304460	32344901
3800	KIF5C	chr2	149633187	149868187
3814	KISS1	chr1	204159615	204162004
3816	KLK1	chr19	51322453	51327004
3820	KLRB1	chr12	9747873	9760435
3822	KLRC2	chr12	10583719	10588585
3823	KLRC3	chr12	10568210	10573149
3832	KIF11	chr10	94353133	94413550
3836	KPNA1	chr3	122145835	122215412
3839	KPNA3	chr13	50275939	50366642
3840	KPNA4	chr3	160219895	160283070
3842	TNPO1	chr5	72144212	72201234
3843	IPO5	chr13	98622035	98674073
3851	KRT4	chr12	53200856	53207842
3860	KRT13	chr17	39657511	39661802
3880	KRT19	chr17	39679998	39684499
3881	KRT31	chr17	39550271	39553791
3882	KRT32	chr17	39616365	39623577
3883	KRT33A	chr17	39502374	39507019
3884	KRT33B	chr17	39520091	39526002
3886	KRT35	chr17	39633311	39637349
3889	KRT83	chr12	52708418	52715119
3902	LAG3	chr12	6882019	6887553
3904	LAIR2	chr19	55014915	55021776
3913	LAMB2	chr3	49158662	49170300
3915	LAMC1	chr1	182992852	183111922
3929	LBP	chr20	36974920	37002678
3930	LBR	chr1	225591008	225611777
3936	LCP1	chr13	46701729	46733797
3938	LCT	chr2	136545897	136594739
3948	LDHC	chr11	18434265	18472671
3950	LECT2	chr5	135283023	135290522
3956	LGALS1	chr22	38072993	38075753
3958	LGALS3	chr14	55604757	55611986
3965	LGALS9	chr17	25965289	25976005
4017	LOXL2	chr8	23155559	23225864
4036	LRP2	chr2	169985176	170218909
4038	LRP4	chr11	46880537	46939930
4040	LRP6	chr12	12274063	12419669
4043	LRPAP1	chr4	3514704	3534139
4050	LTB	chr6	31548489	31550194
4060	LUM	chr12	91497945	91502756
4070	TACSTD2	chr1	59041860	59042828
4072	EPCAM	chr2	47596645	47613749
4082	MARCKS	chr6	114178922	114181752
4085	MAD2L1	chr4	120981276	120987889
4097	MAFG	chr17	79880484	79881061
4100	MAGEA1	chrX	152482084	152483010
4112	MAGEB1	chrX	30268611	30269651
4113	MAGEB2	chrX	30236698	30237654
4114	MAGEB3	chrX	30254042	30255079
4115	MAGEB4	chrX	30260253	30261290
4116	MAGOH	chr1	53692720	53704120
4118	MAL	chr2	95691538	95719197
4124	MAN2A1	chr5	109026119	109202696
4131	MAP1B	chr5	71403359	71501063
4141	MARS	chr12	57881874	57910361
4142	MAS1	chr6	160327988	160328962
4145	MATK	chr19	3778184	3785133
4146	MATN1	chr1	31186432	31196398
4148	MATN3	chr2	20192875	20212392
4157	MC1R	chr16	89985667	89986617
4171	MCM2	chr3	127318161	127340613
4179	CD46	chr1	207925558	207966937
4199	ME1	chr6	83921646	84140673
4215	MAP3K3	chr17	61710040	61771134
4246	SCGB2A1	chr11	61976204	61981239
4247	MGAT2	chr14	50087987	50089327
4249	MGAT5	chr2	135011975	135206415
4255	MGMT	chr10	131265480	131565258
4259	MGST3	chr1	165619085	165624738
4282	MIF	chr22	24236662	24237290
4283	CXCL9	chr4	76924754	76928602
4296	MAP3K11	chr11	65365765	65381227
4314	MMP3	chr11	102706860	102714277
4316	MMP7	chr11	102393969	102401431
4318	MMP9	chr20	44637566	44645004
4319	MMP10	chr11	102641527	102651322
4321	MMP12	chr11	102733834	102745667
4322	MMP13	chr11	102814998	102826434
4323	MMP14	chr14	23306027	23315245
4324	MMP15	chr16	58060255	58079347
4330	MN1	chr22	28146906	28196531
4332	MNDA	chr1	158811944	158819024
4338	MOCS2	chr5	52394435	52404476
4356	MPP3	chr17	41879072	41909349
4358	MPV17	chr2	27532783	27545384
4361	MRE11	chr11	94153294	94224130
4437	MSH3	chr5	79950547	80171678
4438	MSH4	chr1	76262671	76378569
4439	MSH5	chr6	31708244	31730305
4440	MSI1	chr12	120783397	120806077
4481	MSR1	chr8	15967597	16035497
4487	MSX1	chr4	4861627	4864867
4488	MSX2	chr5	174151663	174156583
4507	MTAP	chr9	21815432	21859424
4521	NUDT1	chr7	2284183	2290633
4524	MTHFR	chr1	11850600	11863571
4552	MTRR	chr5	7869247	7900168
4580	MTX1	chr1	155178596	155183486
4585	MUC4	chr3	195474050	195538688
4600	MX2	chr21	42748834	42780157
4606	MYBPC2	chr19	50938417	50967788
4608	MYBPH	chr1	203138035	203144883
4609	MYC	chr8	128750491	128753201
4618	MYF6	chr12	81101499	81102736
4621	MYH3	chr17	10532914	10558381
4624	MYH6	chr14	23851637	23876432
4626	MYH8	chr17	10293774	10323544
4627	MYH9	chr22	36678717	36745281
4643	MYO1E	chr15	59429582	59564648
4654	MYOD1	chr11	17741330	17743052
4656	MYOG	chr1	203053041	203055089
4661	MYT1	chr20	62830215	62871798
4665	NAB2	chr12	57483055	57488501
4671	NAIP	chr5	70265934	70316613
4675	NAP1L3	chrX	92926786	92928303
4677	NARS	chr18	55268887	55287884
4680	CEACAM6	chr19	42259547	42270164
4686	NCBP1	chr9	100403075	100433478
4692	NDN	chr15	23931402	23932364
4694	NDUFA1	chrX	119005875	119007356
4696	NDUFA3	chr19	54606424	54610206
4697	NDUFA4	chr7	10973266	10979684
4700	NDUFA6	chr22	42482190	42486826
4701	NDUFA7	chr19	8376392	8386242
4704	NDUFA9	chr12	4758293	4796271
4705	NDUFA10	chr2	240900538	240964718
4707	NDUFB1	chr14	92583841	92588121
4708	NDUFB2	chr7	140396545	140404731
4713	NDUFB7	chr19	14676948	14682812
4716	NDUFB10	chr16	2009626	2011904
4722	NDUFS3	chr11	47600644	47606030
4726	NDUFS6	chr5	1801532	1816027
4728	NDUFS8	chr11	67799619	67804057
4733	DRG1	chr22	31796606	31829954
4760	NEUROD1	chr2	182542520	182543587
4775	NFATC3	chr16	68119585	68260371
4779	NFE2L1	chr17	46128481	46137000
4794	NFKBIE	chr6	44226959	44233500
4800	NFYA	chr6	41046829	41065146
4804	NGFR	chr17	47572780	47590368
4811	NID1	chr1	236141170	236228379
4814	NINJ1	chr9	95887193	95896499
4820	NKTR	chr3	42642499	42687464
4821	NKX2-2	chr20	21492564	21494307
4826	NNAT	chr20	36149734	36151295
4829	NMBR	chr6	142396788	142468335
4838	NODAL	chr10	72192695	72201423
4855	NOTCH4	chr6	32163217	32190870
4856	NOV	chr8	120428773	120435369
4857	NOVA1	chr14	26917168	27066642
4858	NOVA2	chr19	46443124	46476609
4868	NPHS1	chr19	36317419	36342739
4879	NPPB	chr1	11918272	11918890
4884	NPTX1	chr17	78444616	78450246
4885	NPTX2	chr7	98246774	98257938
4893	NRAS	chr1	115251159	115258781
4902	NRTN	chr19	5824177	5828181
4904	YBX1	chr1	43148237	43166683
4923	NTSR1	chr20	61340560	61391616
4925	NUCB2	chr11	17316871	17352529
4943	TBC1D25	chrX	48398186	48419360
4976	OPA1	chr3	193332513	193409913
4982	TNFRSF11B	chr8	119936616	119945539
4983	OPHN1	chrX	67272381	67652862
4991	OR1D2	chr17	2995355	2996290
4994	OR3A1	chr17	3194932	3195876
5001	ORC5	chr7	103767298	103848352
5007	OSBP	chr11	59344053	59383137
5016	OVGP1	chr1	111957089	111969264
5017	OVOL1	chr11	65554845	65562809
5018	OXA1L	chr14	23235731	23240764
5024	P2RX3	chr11	57106025	57137467
5027	P2RX7	chr12	121570774	121622602
5028	P2RY1	chr3	152553572	152554690
5029	P2RY2	chr11	72945205	72946335
5030	P2RY4	chrX	69478380	69479474
5037	PEBP1	chr12	118574015	118582605
5062	PAK2	chr3	196509518	196555273
5068	REG3A	chr2	79384355	79386531
5069	PAPPA	chr9	118916452	119158892
5074	PAWR	chr12	79986390	80084024
5089	PBX2	chr6	32154162	32157692
5100	PCDH8	chr13	53418698	53422571
5105	PCK1	chr20	56136468	56140857
5111	PCNA	chr20	5095932	5100444
5118	PCOLCE	chr7	100200080	100205723
5132	PDC	chr1	186413114	186418591
5133	PDCD1	chr2	242793213	242800990
5155	PDGFB	chr22	39621731	39639968
5156	PDGFRA	chr4	55124924	55161436
5159	PDGFRB	chr5	149495329	149516610
5166	PDK4	chr7	95214956	95225605
5176	SERPINF1	chr17	1670205	1680737
5187	PER1	chr17	8044389	8054024
5188	GATB	chr4	152592329	152682134
5194	PEX13	chr2	61244895	61275902
5197	PF4V1	chr4	74719080	74719836
5201	PFDN1	chr5	139625562	139680167
5204	PFDN5	chr12	53689352	53693126
5217	PFN2	chr3	149683957	149688643
5250	SLC25A3	chr12	98987757	98995303
5252	PHF1	chr6	33380041	33383872
5266	PI3	chr20	43803564	43804773
5268	SERPINB5	chr18	61151662	61170952
5272	SERPINB9	chr6	2890400	2900845
5273	SERPINB10	chr18	61582745	61602473
5277	PIGA	chrX	15339631	15350052
5284	PIGR	chr1	207103666	207112809
5287	PIK3C2B	chr1	204393983	204438930
5296	PIK3R2	chr19	18266690	18280101
5304	PIP	chr7	142832288	142836732
5305	PIP4K2A	chr10	22826133	23003255
5307	PITX1	chr5	134364472	134369571
5309	PITX3	chr10	103990274	103991837
5326	PLAGL2	chr20	30784258	30789981
5336	PLCG2	chr16	81819595	81990485
5341	PLEK	chr2	68592484	68622945
5347	PLK1	chr16	23690254	23701381
5355	PLP2	chrX	49028348	49030771
5367	PMCH	chr12	102590433	102591548
5371	PML	chr15	74287154	74337346
5375	PMP2	chr8	82355636	82359621
5409	PNMT	chr17	37824729	37826639
5411	PNN	chr14	39644484	39651064
5422	POLA1	chrX	24712079	25014064
5433	POLR2D	chr2	128605684	128615674
5436	POLR2G	chr11	62529267	62533750
5440	POLR2K	chr8	101163584	101164143
5453	POU3F1	chr1	38511063	38512415
5458	POU4F2	chr4	147560293	147561957
5459	POU4F3	chr5	145718676	145720004
5468	PPARG	chr3	12393092	12512384
5469	MED1	chr17	37561255	37604158
5471	PPAT	chr4	57261521	57301643
5473	PPBP	chr4	74852992	74853820
5481	PPID	chr4	159630891	159644440
5500	PPP1CB	chr2	28974991	29022166
5506	PPP1R3A	chr7	113517781	113559051
5511	PPP1R8	chr1	28157347	28176954
5514	PPP1R10	chr6	30569329	30577721
5515	PPP2CA	chr5	133533466	133561552
5542	PRB1	chr12	11506044	11508487
5549	PRELP	chr1	203452313	203456006
5550	PREP	chr6	105726022	105850766
5562	PRKAA1	chr5	40762883	40798291
5568	PRKACG	chr9	71627956	71629008
5576	PRKAR2A	chr3	48789021	48885029
5577	PRKAR2B	chr7	106685353	106800024
5578	PRKCA	chr17	64298970	64800152
5579	PRKCB	chr16	23847497	24231431
5584	PRKCI	chr3	169940458	170020912
5587	PRKD1	chr14	30046447	30396718
5594	MAPK1	chr22	22123496	22221730
5597	MAPK6	chr15	52338658	52357194
5600	MAPK11	chr22	50703380	50708721
5603	MAPK13	chr6	36098360	36107147
5604	MAP2K1	chr15	66679686	66782950
5612	THAP12	chr11	76061911	76091880
5613	PRKX	chrX	3530244	3631294
5619	PRM1	chr16	11374985	11375095
5623	PSPN	chr19	6375308	6375860
5635	PRPSAP1	chr17	74307626	74349784
5649	RELN	chr7	103113262	103629803
5652	PRSS8	chr16	31143333	31146819
5654	HTRA1	chr10	124221169	124273872
5657	PRTN3	chr19	841009	847966
5683	PSMA2	chr7	42957176	42967060
5684	PSMA3	chr14	58714468	58738610
5688	PSMA7	chr20	60711916	60718359
5689	PSMB1	chr6	170844311	170862330
5691	PSMB3	chr17	36909403	36920417
5692	PSMB4	chr1	151372064	151374104
5695	PSMB7	chr9	127115880	127177704
5696	PSMB8	chr6	32808739	32812190
5697	PYY	chr17	42030476	42030851
5698	PSMB9	chr6	32822007	32827306
5699	PSMB10	chr16	67968466	67970652
5700	PSMC1	chr14	90725504	90738748
5706	PSMC6	chr14	53173896	53194332
5709	PSMD3	chr17	38137224	38153831
5710	PSMD4	chr1	151234638	151239816
5713	PSMD7	chr16	74330813	74339628
5714	PSMD8	chr19	38865242	38874027
5716	PSMD10	chrX	107328207	107334750
5719	PSMD13	chr11	237050	252597
5723	PSPH	chr7	56079458	56088905
5744	PTHLH	chr12	28116280	28122427
5763	PTMS	chr12	6875872	6879605
5777	PTPN6	chr12	7060770	7070080
5780	PTPN9	chr15	75761113	75871117
5781	PTPN11	chr12	112884078	112942565
5786	PTPRA	chr20	2944924	3018776
5800	PTPRO	chr12	15475661	15747972
5802	PTPRS	chr19	5206788	5286151
5810	RAD1	chr5	34908873	34914997
5818	NECTIN1	chr11	119508811	119599263
5822	PWP2	chr21	45528865	45550650
5826	ABCD4	chr14	74753167	74766973
5861	RAB1A	chr2	65315630	65331939
5864	RAB3A	chr19	18308283	18313550
5865	RAB3B	chr1	52385602	52442789
5873	RAB27A	chr15	55497708	55527132
5874	RAB27B	chr18	52544817	52560301
5875	RABGGTA	chr14	24734824	24740153
5876	RABGGTB	chr1	76253182	76260332
5877	RABIF	chr1	202850109	202858226
5894	RAF1	chr3	12626016	12660220
5912	RAP2B	chr3	152880483	152881031
5917	RARS	chr5	167913504	167946192
5919	RARRES2	chr7	150035717	150037698
5920	RARRES3	chr11	63306988	63313725
5921	RASA1	chr5	86564269	86686697
5932	RBBP8	chr18	20516815	20606207
5933	RBL1	chr20	35627165	35724331
5934	RBL2	chr16	53468469	53524209
5948	RBP2	chr3	139171961	139195301
5949	RBP3	chr10	48381908	48390877
5950	RBP4	chr10	95353578	95361473
5954	RCN1	chr11	32112743	32126015
5957	RCVRN	chr17	9801415	9808497
5965	RECQL	chr12	21623131	21644651
5967	REG1A	chr2	79347988	79350338
5973	RENBP	chrX	153200742	153209870
5977	DPF2	chr11	65107857	65119227
5979	RET	chr10	43595894	43623714
5983	RFC3	chr13	34392316	34540287
5984	RFC4	chr3	186507761	186522502
5986	RFNG	chr17	80006605	80009642
5996	RGS1	chr1	192544923	192548449
5997	RGS2	chr1	192778202	192780723
6002	RGS12	chr4	3317898	3441408
6003	RGS13	chr1	192613465	192628650
6004	RGS16	chr1	182569430	182573394
6015	RING1	chr6	33176600	33180173
6019	RLN2	chr9	5300101	5304580
6035	RNASE1	chr14	21269760	21270227
6036	RNASE2	chr14	21423931	21424413
6037	RNASE3	chr14	21359846	21360325
6050	RNH1	chr11	494694	502162
6095	RORA	chr15	60789657	60998539
6119	RPA3	chr7	7676634	7680049
6182	MRPL12	chr17	79670532	79674267
6184	RPN1	chr3	128339257	128369643
6187	RPS2	chr16	2012102	2014626
6199	RPS6KB2	chr11	67196017	67202637
6274	S100A3	chr1	153520161	153520961
6275	S100A4	chr1	153516238	153517270
6278	S100A7	chr1	153430285	153431489
6280	S100A9	chr1	153330760	153333311
6281	S100A10	chr1	151955642	151958706
6301	SARS	chr1	109756615	109780507
6318	SERPINB4	chr18	61304956	61310811
6319	SCD	chr10	102107821	102120687
6320	CLEC11A	chr19	51226783	51228721
6327	SCN2B	chr11	118037605	118047146
6332	SCN7A	chr2	167262093	167334206
6341	SCO1	chr17	10584439	10600824
6346	CCL1	chr17	32687581	32690180
6347	CCL2	chr17	32582369	32583843
6348	CCL3	chr17	34416021	34417404
6351	CCL4	chr17	34431299	34432702
6356	CCL11	chr17	32612828	32614706
6360	CCL16	chr17	34304605	34308456
6362	CCL18	chr17	34391703	34398398
6367	CCL22	chr16	57392729	57397497
6368	CCL23	chr17	34340240	34344934
6369	CCL24	chr7	75441117	75443033
6372	CXCL6	chr4	74702468	74703001
6374	CXCL5	chr4	74863728	74864298
6375	XCL1	chr1	168545876	168550455
6383	SDC2	chr8	97506500	97621773
6385	SDC4	chr20	43955907	43977024
6390	SDHB	chr1	17345379	17380514
6398	SECTM1	chr17	80280040	80285116
6403	SELP	chr1	169559389	169588457
6406	SEMG1	chr20	43835695	43837324
6407	SEMG2	chr20	43850031	43852019
6421	SFPQ	chr1	35650060	35658650
6422	SFRP1	chr8	41122689	41166678
6423	SFRP2	chr4	154702606	154709987
6424	SFRP4	chr7	37947084	37956139
6425	SFRP5	chr10	99527274	99531590
6441	SFTPD	chr10	81697611	81706415
6449	SGTA	chr19	2757344	2769066
6461	SHB	chr9	37919821	38068642
6478	SIAH2	chr3	150459931	150480636
6480	ST6GAL1	chr3	186760492	186793588
6482	ST3GAL1	chr8	134472010	134488267
6492	SIM1	chr6	100838240	100911344
6493	SIM2	chr21	38072047	38120390
6504	SLAMF1	chr1	160580541	160616735
6508	SLC4A3	chr2	220492715	220506447
6529	SLC6A1	chr3	11058898	11078649
6545	SLC7A4	chr22	21383347	21386101
6548	SLC9A1	chr1	27426801	27480825
6549	SLC9A2	chr2	103236308	103324945
6553	SLC9A5	chr16	67282918	67305110
6554	SLC10A1	chr14	70243002	70263872
6564	SLC15A1	chr13	99336981	99378703
6571	SLC18A2	chr10	119001205	119036774
6572	SLC18A3	chr10	50818787	50820382
6582	SLC22A2	chr6	160638467	160679789
6583	SLC22A4	chr5	131630310	131679525
6585	SLIT1	chr10	98760872	98945431
6588	SLN	chr11	107578564	107578656
6590	SLPI	chr20	43881644	43883184
6591	SNAI2	chr8	49831369	49833824
6599	SMARCC1	chr3	47629702	47823287
6602	SMARCD1	chr12	50479153	50492780
6605	SMARCE1	chr17	38785040	38798811
6610	SMPD2	chr6	109762325	109765105
6616	SNAP25	chr20	10256140	10286842
6617	SNAPC1	chr14	62229179	62259619
6618	SNAPC2	chr19	7985252	7987646
6621	SNAPC4	chr9	139270811	139292880
6623	SNCG	chr10	88718455	88722432
6624	FSCN1	chr7	5632568	5645102
6626	SNRPA	chr19	41257314	41271069
6627	SNRPA1	chr15	101821932	101835383
6628	SNRPB	chr20	2443280	2448404
6629	SNRPB2	chr20	16712348	16721647
6631	SNRPC	chr6	34725690	34741344
6633	SNRPD2	chr19	46190814	46191823
6636	SNRPF	chr12	96254946	96259846
6638	SNRPN	chr15	25220505	25223467
6640	SNTA1	chr20	31996316	32031426
6649	SOD3	chr4	24801144	24801863
6652	SORD	chr15	45315482	45365725
6653	SORL1	chr11	121323041	121500269
6657	SOX2	chr3	181430149	181431099
6659	SOX4	chr6	21594766	21596187
6664	SOX11	chr2	5832854	5834176
6671	SP4	chr7	21468294	21550884
6675	UAP1	chr1	162535859	162569150
6690	SPINK1	chr5	147204227	147211140
6695	SPOCK1	chr5	136314346	136834247
6697	SPR	chr2	73114562	73118663
6699	SPRR1B	chr1	153004822	153005088
6708	SPTA1	chr1	158581057	158655137
6710	SPTB	chr14	65216027	65289812
6711	SPTBN1	chr2	54753556	54895703
6713	SQLE	chr8	126011646	126034184
6721	SREBF2	chr22	42229275	42301661
6732	SRPK1	chr6	35803084	35888306
6736	SRY	chrY	2655033	2655644
6737	TRIM21	chr11	4406518	4411639
6774	STAT3	chr17	40467766	40500534
6781	STC1	chr8	23702286	23712036
6820	SULT2B1	chr19	49055510	49102660
6822	SULT2A1	chr19	48374715	48389514
6827	SUPT4H1	chr17	56423610	56429496
6844	VAMP2	chr17	8064926	8065689
6846	XCL2	chr1	168510193	168513202
6853	SYN1	chrX	47432266	47479127
6854	SYN2	chr3	12046026	12232122
6855	SYP	chrX	49047897	49055495
6863	TAC1	chr7	97361925	97369229
6868	ADAM17	chr2	9630309	9695734
6885	MAP3K7	chr6	91226223	91296602
6892	TAPBP	chr6	33271555	33281642
6895	TARBP2	chr12	53895193	53899929
6903	TBCC	chr6	42712774	42713811
6924	ELOA	chr1	24069916	24086060
6939	TCF15	chr20	585238	590881
6940	ZNF354A	chr5	178139064	178154129
6943	TCF21	chr6	134210536	134212937
6996	TDG	chr12	104370694	104380865
7004	TEAD4	chr12	3103936	3149641
7005	TEAD3	chr6	35442824	35454436
7006	TEC	chr4	48139436	48230631
7022	TFAP2C	chr20	55204601	55213066
7023	TFAP4	chr16	4308059	4322747
7031	TFF1	chr21	43783365	43786604
7033	TFF3	chr21	43733596	43735526
7043	TGFB3	chr14	76425533	76447236
7052	TGM2	chr20	36758624	36790002
7053	TGM3	chr20	2290302	2321224
7057	THBS1	chr15	39874059	39886640
7058	THBS2	chr6	169620294	169650879
7064	THOP1	chr19	2790418	2813271
7072	TIA1	chr2	70439854	70463306
7074	TIAM1	chr21	32492689	32639288
7079	TIMP4	chr3	12195018	12200340
7087	ICAM5	chr19	10400720	10407289
7095	SEC62	chr3	169693393	169710848
7096	TLR1	chr4	38798095	38800452
7098	TLR3	chr4	186997774	187006024
7099	TLR4	chr9	120466751	120476923
7100	TLR5	chr1	223283800	223286373
7102	TSPAN7	chrX	38420800	38546918
7103	TSPAN8	chr12	71519117	71551458
7104	TM4SF4	chr3	149192665	149216698
7107	GPR137B	chr1	236305923	236371455
7125	TNNC2	chr20	44452631	44453473
7134	TNNC1	chr3	52485408	52486269
7135	TNNI1	chr1	201379459	201384382
7141	TNP1	chr2	217724620	217724757
7143	TNR	chr1	175292496	175375850
7150	TOP1	chr20	39690033	39751934
7166	TPH1	chr11	18042541	18062309
7175	TPR	chr1	186283106	186344160
7177	TPSAB1	chr16	1290940	1292238
7184	HSP90B1	chr12	104324294	104340722
7189	TRAF6	chr11	36511391	36523065
7201	TRHR	chr8	110099742	110131681
7205	TRIP6	chr7	100465120	100470922
7225	TRPC6	chr11	101323689	101454234
7259	TSPYL1	chr6	116599683	116600993
7262	PHLDA2	chr11	2950139	2950594
7275	TUB	chr11	8040742	8123163
7290	HIRA	chr22	19318966	19398302
7297	TYK2	chr19	10461513	10489082
7301	TYRO3	chr15	41853324	41870471
7318	UBA7	chr3	49842744	49851220
7320	UBE2B	chr5	133707287	133726041
7326	UBE2G1	chr17	4186133	4269611
7345	UCHL1	chr4	41259626	41270087
7349	UCN	chr2	27530392	27530763
7351	UCP2	chr11	73686055	73689423
7352	UCP3	chr11	73712460	73718087
7356	SCGB1A1	chr11	62186568	62189880
7357	UGCG	chr9	114659496	114695274
7374	UNG	chr12	109535485	109547771
7384	UQCRC1	chr3	48636564	48647053
7385	UQCRC2	chr16	21968556	21994489
7408	VASP	chr19	46020919	46029260
7414	VCL	chr10	75757966	75877924
7415	VCP	chr9	35057117	35068358
7416	VDAC1	chr5	133308465	133328703
7425	VGF	chr7	100806280	100808124
7431	VIM	chr10	17271422	17279267
7432	VIP	chr6	153073313	153078273
7447	VSNL1	chr2	17773342	17836658
7453	WARS	chr14	100801215	100835522
7455	ZAN	chr7	100331792	100395244
7461	CLIP2	chr7	73731877	73815897
7464	CORO2A	chr9	100887059	100919942
7472	WNT2	chr7	116918212	116963043
7476	WNT7A	chr3	13860444	13921313
7479	WNT8B	chr10	102222926	102242570
7480	WNT10B	chr12	49359881	49364136
7483	WNT9A	chr1	228109222	228135588
7508	XPC	chr3	14187444	14220068
7512	XPNPEP2	chrX	128873190	128902458
7514	XPO1	chr2	61705958	61761032
7528	YY1	chr14	100705582	100743934
7529	YWHAB	chr20	43530175	43535076
7533	YWHAH	chr22	32340720	32352776
7538	ZFP36	chr19	39897527	39899336
7545	ZIC1	chr3	147127900	147131335
7547	ZIC3	chrX	136648851	136659427
7565	ZNF17	chr19	57929277	57932846
7584	ZNF35	chr3	44692560	44701436
7592	ZNF41	chrX	47306832	47315839
7596	ZNF45	chr19	44417542	44419353
7608	ZNF56	chr19	19946190	19946879
7617	ZNF66	chr19	20988629	20990125
7691	ZNF132	chr19	58944693	58948585
7693	ZNF134	chr19	58131527	58132768
7695	ZNF136	chr19	12296600	12298813
7706	TRIM25	chr17	54969064	54991349
7707	ZNF148	chr3	124951188	125032484
7712	ZNF157	chrX	47269675	47272990
7718	ZNF165	chr6	28053259	28057245
7761	ZNF214	chr11	7021096	7024084
7762	ZNF215	chr11	6953504	6977759
7802	DNALI1	chr1	38022530	38027846
7803	PTP4A1	chr6	64286786	64290076
7855	FZD5	chr2	208631709	208633463
7857	SCG2	chr2	224462150	224464000
7879	RAB7A	chr3	128514211	128532262
7916	PRRC2A	chr6	31590567	31605360
7919	DDX39B	chr6	31498551	31508309
7936	NELFE	chr6	31920081	31926223
7965	AIMP2	chr7	6048995	6063319
7975	MAFK	chr7	1578829	1580008
7991	TUSC3	chr8	15397940	15615587
8027	STAM	chr10	17702462	17756776
8034	SLC25A16	chr10	70243192	70287132
8048	CSRP3	chr11	19204220	19213995
8065	CUL5	chr11	107904525	107977011
8148	TAF15	chr17	34147026	34173946
8161	COIL	chr17	55016435	55038380
8189	SYMPK	chr19	46318821	46357753
8204	NRIP1	chr21	16337040	16340513
8218	CLTCL1	chr22	19168245	19279164
8237	USP11	chrX	47092314	47107326
8269	TMEM187	chrX	153247514	153248296
8290	HIST3H3	chr1	228612619	228613026
8309	ACOX2	chr3	58490954	58520833
8313	AXIN2	chr17	63526097	63554738
8321	FZD1	chr7	90894196	90896136
8324	FZD7	chr2	202899371	202901092
8326	FZD9	chr7	72848338	72850110
8334	HIST1H2AC	chr6	26124461	26124850
8338	HIST2H2AC	chr1	149858525	149858911
8340	HIST1H2BL	chr6	27775307	27775684
8341	HIST1H2BN	chr6	27806440	27806817
8342	HIST1H2BM	chr6	27782822	27783199
8345	HIST1H2BH	chr6	26251879	26252256
8348	HIST1H2BO	chr6	27861241	27861618
8349	HIST2H2BE	chr1	149857813	149858190
8369	HIST1H4G	chr6	26246912	26247205
8387	OR1E1	chr17	3300763	3301704
8388	OR1E2	chr17	3336167	3337135
8389	OR1E3	chr17	3019888	3020748
8390	OR1G1	chr17	3029907	3030845
8403	SOX14	chr3	137483627	137484346
8409	UXT	chrX	47511244	47518362
8416	ANXA9	chr1	150955582	150967795
8417	STX7	chr6	132781900	132824669
8419	BFSP2	chr3	133118928	133191410
8424	BBOX1	chr11	27076978	27148997
8433	UTF1	chr10	135043793	135044943
8435	SOAT2	chr12	53497362	53517904
8436	CAVIN2	chr2	192700652	192711651
8445	DYRK2	chr12	68042914	68052490
8446	DUSP11	chr2	73989791	74007242
8454	CUL1	chr7	148427215	148497671
8467	SMARCA5	chr4	144435078	144474334
8477	GPR65	chr14	88477192	88478202
8481	OFD1	chrX	13753367	13787224
8484	GALR3	chr22	38219414	38221474
8492	PRSS12	chr4	119203094	119273875
8493	PPM1D	chr17	58677776	58740910
8504	PEX3	chr6	143772180	143810360
8506	CNTNAP1	chr17	40834848	40850925
8509	NDST2	chr10	75562212	75568146
8519	IFITM1	chr11	314171	315110
8520	HAT1	chr2	172782046	172848263
8528	DDO	chr6	110713981	110736749
8530	CST7	chr20	24930142	24940345
8535	CBX4	chr17	77807761	77813050
8538	BARX2	chr11	129245931	129321294
8540	AGPS	chr2	178257518	178402920
8541	PPFIA3	chr19	49631131	49653392
8547	FCN3	chr1	27695730	27701309
8550	MAPKAPK5	chr12	112303054	112331371
8553	BHLHE40	chr3	5021404	5025374
8557	TCAP	chr17	37821613	37822359
8559	PRPF18	chr10	13629087	13672337
8562	DENR	chr12	123238249	123253622
8565	YARS	chr1	33241585	33282845
8568	RRP1	chr21	45209511	45223652
8578	SCARF1	chr17	1538055	1548991
8581	LY6D	chr8	143866640	143867107
8590	OR6A2	chr11	6815959	6816939
8600	TNFSF11	chr13	43148440	43181051
8604	SLC25A12	chr2	172641787	172749768
8611	PLPP1	chr5	54721037	54830457
8612	PLPP2	chr19	281391	291336
8613	PLPP3	chr1	56962226	57044689
8614	STC2	chr5	172744853	172755196
8630	HSD17B6	chr12	57167637	57181123
8635	RNASET2	chr6	167343079	167369670
8636	SSNA1	chr9	140083179	140084363
8642	DCHS1	chr11	6643013	6662844
8645	KCNK5	chr6	39158669	39196887
