entrez	length_RefSeq	domains_InterPro	duplicability	ohnolog	essentiality_percentage	expressed_tissues_rnaseq	expressed_tissues_protein	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	multiDomain	ppin_hub	ppin_central	old	metazoans	vertebrates	mammalsPrimates	essentiality_oneCellLine	rnaseq_never	rnaseq_selective	rnaseq_middle	rnaseq_ubiquitous	protein_low	protein_high
7554	575	4	0	1	1.12994350282486	40	33	12	474.678530301963	0.196969696969697	3	71	1	0	0	1	0	0	0	1	0	0	0	1	0	0
7561	642	4	0	1	0	40	36	16	1555.37428612596	0.0682926829268293	1	4	1	0	0	1	0	0	0	0	0	0	0	1	0	0
7579	1043	5	0	0	0.574712643678161	28	43	54	14291.3643446325	0.0754716981132075	3	14	1	1	1	1	0	0	0	1	0	0	1	0	0	1
7589	473	4	0	0	0	43	36	23	5332.75166926135	0.162055335968379	3	7	1	0	0	1	0	0	0	0	0	0	0	1	0	0
7621	446	2	0	1	0.568181818181818	35	36	8	32.2577068457154	0.214285714285714	1	142	1	0	0	1	0	0	0	1	0	0	1	0	0	0
7779	507	3	0	0	0	42	32	26	11938.3428057188	0.0215384615384615	3	46	1	0	1	1	0	0	0	0	0	0	0	1	0	0
7809	320	1	0	0	9.75609756097561	1	2	4	1072.95211608049	0.166666666666667	3	30	0	0	0	0	0	1	0	1	0	1	0	0	1	0
8139	597	7	0	0	0	29	32	205	196416.736048153	0.0378287900526064	4	133	1	1	1	1	0	0	0	0	0	0	1	0	0	0
8174	382	6	0	0	1.22699386503067	14	7	6	134.391237324265	0.2	1	14	1	0	0	0	0	1	0	1	0	0	1	0	1	0
8325	694	6	0	1	4.34782608695652	33	33	10	1091.13613408439	0.155555555555556	4	13	1	0	0	1	0	0	0	1	0	0	1	0	0	0
8331	128	5	1	1	17.3913043478261	2	44	10	27.2601838582774	0.444444444444444	93	16	1	0	0	1	0	0	0	1	0	1	0	0	0	1
8473	1046	6	0	0	27.5862068965517	43	44	99	41354.4171778493	0.0669964955679241	9	58	1	1	1	1	0	0	0	1	0	0	0	1	0	1
8708	326	2	0	1	1.71428571428571	5	36	1	0	0	3	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0
8864	1255	4	0	1	0	43	44	20	1052.37250767734	0.378947368421053	5	82	1	0	0	0	1	0	0	0	0	0	0	1	0	1
8884	635	3	0	0	0	43	16	6	942.873127898749	0.2	3	43	1	0	0	1	0	0	0	0	0	0	0	1	0	0
8970	126	3	1	0	4.76190476190476	31	44	28	2340.66502427709	0.108465608465608	115	72	1	0	0	1	0	0	0	1	0	0	1	0	0	1
9031	1483	14	0	0	11.2994350282486	43	40	43	17843.449594359	0.168327796234773	11	13	1	1	1	1	0	0	0	1	0	0	0	1	0	0
9050	334	4	0	1	10.4938271604938	40	13	11	711.69564614846	0.254545454545455	3	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0
9073	225	4	0	1	2.27272727272727	10	26	4	158.801264144197	0	3	14	1	0	0	0	1	0	0	1	0	0	1	0	0	0
9074	220	4	1	1	1.43884892086331	2	36	1	0	0	3	14	1	0	0	0	0	1	0	1	0	1	0	0	0	0
9076	211	4	0	1	0.564971751412429	34	31	13	976.615778647222	0.0897435897435897	3	35	1	0	0	0	0	1	0	1	0	0	1	0	0	0
9080	217	4	1	1	1.70454545454545	5	36	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0
9103	323	5	1	0	0	40	36	2	0	1	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
9118	499	5	0	1	0	8	5	41	10012.5947834327	0.0682926829268293	3	5	1	1	1	0	0	1	0	0	0	0	1	0	1	0
9124	329	6	1	1	2.7027027027027	43	39	36	11475.1231721094	0.0746031746031746	1	4	1	0	1	1	0	0	0	1	0	0	0	1	0	0
9168	44	2	1	0	0.568181818181818	43	36	16	1533.27480387963	0.108333333333333	3	5	1	0	0	0	1	0	0	1	0	0	0	1	0	0
9445	266	2	0	1	0.564971751412429	43	42	32	21523.9691998506	0.00806451612903226	1	10	1	0	1	0	1	0	0	1	0	0	0	1	0	1
9464	217	2	0	1	7.69230769230769	30	40	16	887.643253200378	0.141666666666667	1	22	1	0	0	0	1	0	0	1	0	0	1	0	0	0
9502	111	2	0	0	0	1	1	11	520.257466921657	0.2	3	14	1	0	0	0	0	0	1	0	0	1	0	0	1	0
9662	1140	1	0	1	2.84090909090909	38	36	169	63616.5175579531	0.0798816568047337	13	61	0	1	1	1	0	0	0	1	0	0	0	1	0	0
9683	896	1	0	0	0	43	44	9	618.21567694442	0.111111111111111	3	64	0	0	0	1	0	0	0	0	0	0	0	1	0	1
9724	766	1	1	0	1.69491525423729	43	26	9	226.729522507811	0	4	14	0	0	0	1	0	0	0	1	0	0	0	1	0	0
9837	196	2	0	0	34.1040462427746	19	34	9	61.6900530279497	0.388888888888889	2	6	1	0	0	1	0	0	0	1	0	0	1	0	0	0
9946	349	3	0	0	1.13636363636364	43	44	12	611.380625132891	0.0454545454545455	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	1
9992	123	2	0	0	0	7	1	3	5.94607025753568	0.333333333333333	3	14	1	0	0	0	0	1	0	0	0	0	1	0	1	0
10117	1142	1	0	0	1.69491525423729	4	36	16	1555.37428612596	0.0682926829268293	1	5	0	0	0	0	0	1	0	1	0	1	0	0	0	0
10128	1394	4	0	0	22.2857142857143	43	43	118	37842.4109602705	0.0686657974793568	3	18	1	1	1	0	1	0	0	1	0	0	0	1	0	1
10198	1183	1	0	0	0	42	37	31	546.615380282446	0.356989247311828	3	17	0	0	0	0	1	0	0	0	0	0	0	1	0	0
10214	188	5	1	0	0	1	1	21	9347.81700112872	0.0571428571428571	3	14	1	0	1	0	0	0	1	0	0	1	0	0	1	0
10309	350	6	0	0	2.89855072463768	8	36	7	37.4199446434511	0.238095238095238	3	4	1	0	0	1	0	0	0	1	0	0	1	0	0	0
10349	1543	5	0	0	0	30	39	2	0	1	3	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0
10410	133	1	1	0	4.28571428571429	43	29	5	545.506128941956	0.1	1	35	0	0	0	0	0	1	0	1	0	0	0	1	0	0
10498	608	4	0	0	13.2183908045977	43	43	113	34114.346845682	0.0744310998735778	5	57	1	1	1	1	0	0	0	1	0	0	0	1	0	1
10603	675	9	0	0	3.44827586206897	34	38	26	1252.31012797582	0.301538461538462	4	14	1	0	0	0	1	0	0	1	0	0	1	0	0	0
10637	366	6	1	0	0	11	4	2	608.956971668543	0	1	63	1	0	0	0	1	0	0	0	0	0	1	0	1	0
10793	569	4	1	0	0.714285714285714	14	36	8	1700.73133809943	0.107142857142857	1	23	1	0	0	1	0	0	0	1	0	0	1	0	0	0
10826	333	1	0	0	0	43	36	16	1555.37428612596	0.0682926829268293	3	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
10887	393	3	1	0	3.48837209302326	1	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	1	0	0	1	0	1	0	0	0	0
10917	466	10	0	0	0	5	36	8	282.99973673767	0	3	24	1	0	0	0	0	1	0	0	0	1	0	0	0	0
10929	282	3	0	0	0	43	44	31	2951.16202923072	0.174193548387097	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	1
11085	790	10	0	1	0	1	1	12	815.83688796735	0.0151515151515152	1	14	1	0	0	1	0	0	0	0	0	1	0	0	1	0
11093	1427	9	0	0	1.69491525423729	28	19	2	0	1	3	9	1	0	0	1	0	0	0	1	0	0	1	0	0	0
11112	336	8	0	0	0	43	41	9	775.026508764651	0.111111111111111	3	19	1	0	0	1	0	0	0	0	0	0	0	1	0	1
11132	672	9	0	0	0	42	40	5	65.6596752128656	0	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
11135	391	2	0	0	0	43	28	16	1533.71952829971	0.075	3	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0
11174	1117	9	0	1	0	9	3	2	54.3465836147754	0	3	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0
11178	596	1	0	1	0	30	42	5	16.3657969949515	0.2	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1
11179	450	4	0	0	0	43	36	16	3594.79589321587	0.0416666666666667	3	60	1	0	0	1	0	0	0	0	0	0	0	1	0	0
11219	236	4	0	0	0	15	28	8	109.711329080313	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
22934	311	3	0	0	16.2650602409639	43	42	31	8780.41709866878	0.0408602150537634	3	7	1	0	0	1	0	0	0	1	0	0	0	1	0	1
23120	1461	11	0	1	0	12	1	16	1555.37428612596	0.0682926829268293	3	2	1	0	0	1	0	0	0	0	0	0	1	0	1	0
23145	5147	15	0	0	0	4	36	3	50.6633151506618	0	3	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
23172	415	3	0	1	0.564971751412429	43	39	39	18980.5212215338	0.11336032388664	1	9	1	0	1	0	1	0	0	1	0	0	0	1	0	0
23225	1887	2	0	1	0	43	41	35	3218.85711026734	0.136134453781513	8	37	1	0	0	1	0	0	0	0	0	0	0	1	0	1
23239	1717	7	0	1	0	43	42	46	7851.99219343808	0.0908212560386474	1	26	1	1	0	1	0	0	0	0	0	0	0	1	0	1
23270	414	2	0	0	1.12994350282486	43	41	17	999.298236369338	0.0367647058823529	3	40	1	0	0	1	0	0	0	1	0	0	0	1	0	1
23406	142	3	1	0	0	43	18	28	3149.11827652466	0.150793650793651	3	36	1	0	0	1	0	0	0	0	0	0	0	1	0	0
23440	325	5	0	0	0.568181818181818	0	0	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0
23460	1617	5	0	0	0	38	36	1	0	0	1	28	1	0	0	1	0	0	0	0	0	0	0	1	0	0
23563	411	3	1	1	1.44927536231884	11	6	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0
23617	358	4	1	0	2.29885057471264	40	36	9	440.354249826119	0.111111111111111	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
23673	276	4	0	1	5.45454545454545	43	40	97	44624.7318144041	0.077319587628866	9	23	1	1	1	1	0	0	0	1	0	0	0	1	0	0
23682	211	4	0	1	0	37	36	8	355.88798564948	0.5	3	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0
23704	221	1	0	0	0	38	39	9	1097.87760132191	0.111111111111111	2	46	0	0	0	0	0	1	0	0	0	0	0	1	0	0
23731	879	1	0	0	0.564971751412429	43	39	12	8436.36387462917	0.0454545454545455	3	123	0	0	0	1	0	0	0	1	0	0	0	1	0	0
23753	221	2	0	1	1.69491525423729	43	42	35	13514.8540511051	0.0621848739495798	1	3	1	0	1	1	0	0	0	1	0	0	0	1	0	1
25841	1025	6	0	1	0	40	36	10	1428.55087677459	0.2	1	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0
25915	184	3	0	0	71.2121212121212	43	44	38	2761.25017533966	0.207681365576102	1	48	1	0	0	1	0	0	0	1	0	0	0	1	0	1
25973	475	6	0	0	23.9766081871345	40	41	8	272.788525662939	0.0357142857142857	3	23	1	0	0	1	0	0	0	1	0	0	0	1	0	1
26333	309	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
26589	279	4	0	0	31.9767441860465	43	37	43	3880.49738995039	0.272425249169435	9	3	1	1	0	1	0	0	0	1	0	0	0	1	0	0
26692	320	3	0	0	6.87022900763359	0	36	1	0	0	1	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0
26696	369	3	1	0	0.657894736842105	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
26707	312	3	1	0	18.75	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
26740	313	3	1	0	2.27272727272727	0	36	16	1555.37428612596	0.0682926829268293	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0
27031	1330	4	0	0	0	40	41	25	5153.96942869335	0.0533333333333333	3	41	1	0	0	1	0	0	0	0	0	0	0	1	0	1
27085	904	4	0	0	7.95454545454545	36	36	5	159.112270677751	0	1	14	1	0	0	0	1	0	0	1	0	0	1	0	0	0
27091	275	3	1	1	0	0	36	39	5792.46446243354	0.00809716599190283	3	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
27133	988	12	1	1	0	0	36	1	0	0	3	10	1	0	0	1	0	0	0	0	1	0	0	0	0	0
27164	1300	2	0	1	0	3	36	5	11.6694073841883	0.4	3	46	1	0	0	0	1	0	0	0	0	1	0	0	0	0
27198	346	3	0	0	0	14	36	1	0	0	2	33	1	0	0	0	0	1	0	0	0	0	1	0	0	0
27201	363	2	0	0	0	1	36	1	0	0	3	11	1	0	0	0	0	0	1	0	0	1	0	0	0	0
27319	381	3	0	1	0	11	3	16	1555.37428612596	0.0682926829268293	3	8	1	0	0	0	0	0	1	0	0	0	1	0	1	0
28316	801	6	0	1	0	2	5	16	1555.37428612596	0.0682926829268293	3	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0
28951	343	3	0	1	0	43	38	22	5644.40019213449	0.0909090909090909	3	19	1	0	0	1	0	0	0	0	0	0	0	1	0	0
29785	504	5	0	1	0	29	25	36	5900.5618903151	0.0142857142857143	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
29948	477	3	0	1	0	42	36	26	2873.25288457801	0.0276923076923077	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
29968	370	6	1	0	0	41	17	39	5067.00877503392	0.109311740890688	1	77	1	0	0	1	0	0	0	0	0	0	0	1	0	0
29985	314	1	0	1	2.46913580246914	43	43	9	989.81855770283	0.0555555555555556	3	2	0	0	0	1	0	0	0	1	0	0	0	1	0	1
29990	227	5	0	0	1.44927536231884	43	41	7	418.930661715033	0.19047619047619	1	4	1	0	0	0	0	0	1	1	0	0	0	1	0	1
30010	271	2	0	0	0	3	35	1	0	0	3	14	1	0	0	0	0	1	0	0	0	1	0	0	0	0
30012	291	5	0	1	0	0	0	16	1379.78070914666	0.0416666666666667	8	12	1	0	0	0	1	0	0	0	1	0	0	0	1	0
30844	541	10	1	1	0.574712643678161	43	20	54	14325.1183517673	0.06638714185884	3	40	1	1	1	1	0	0	0	1	0	0	0	1	0	0
30848	210	1	1	0	2.35294117647059	2	1	2	10.0677401353639	0	3	14	0	0	0	0	0	0	1	1	0	1	0	0	1	0
50615	560	4	0	0	0	12	6	3	65.0028786272946	0	3	37	1	0	0	0	0	1	0	0	0	0	1	0	1	0
50619	631	3	0	1	0.568181818181818	41	10	35	7357.94421917447	0.0369747899159664	3	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
50624	607	3	0	0	0	11	1	1	0	0	3	3	1	0	0	1	0	0	0	0	0	0	1	0	1	0
50674	214	3	0	1	0	2	36	42	12987.0544261313	0.0336817653890825	3	14	1	1	1	0	1	0	0	0	0	1	0	0	0	0
50835	312	2	0	0	0.564971751412429	0	36	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
50836	309	2	0	0	0	0	36	1	0	0	3	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
50837	318	3	0	0	0	0	36	14	778.13352803106	0.043956043956044	3	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
50838	303	1	0	0	0	0	36	2	0	1	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
50839	307	1	0	0	10.4575163398693	0	36	16	1555.37428612596	0.0682926829268293	3	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0
50846	396	7	0	1	2.9585798816568	3	36	9	793.27062608301	0.0833333333333333	11	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0
50964	213	4	0	1	1.71428571428571	2	37	23	2120.83215630722	0.00790513833992095	1	3	1	0	0	0	0	1	0	1	0	1	0	0	0	0
51004	468	5	0	0	47.7611940298507	43	42	31	10703.1276583217	0.144086021505376	3	2	1	0	1	1	0	0	0	1	0	0	0	1	0	1
51263	161	3	1	0	41.3793103448276	13	36	26	550.129973647535	0.375384615384615	9	5	1	0	0	0	1	0	0	1	0	0	1	0	0	0
51497	599	1	0	0	29.0697674418605	43	36	44	4943.61941840324	0.0591966173361522	30	6	0	1	0	1	0	0	0	1	0	0	0	1	0	0
51808	394	3	1	0	83.8235294117647	43	44	45	3751.15897809332	0.0818181818181818	5	147	1	1	0	1	0	0	0	1	0	0	0	1	0	1
53354	598	1	0	1	1.6260162601626	39	36	3	12.1900769959622	0.333333333333333	3	60	0	0	0	1	0	0	0	1	0	0	0	1	0	0
53822	80	1	0	0	2.89855072463768	12	4	5	90.920699474241	0.1	3	14	0	0	0	0	0	0	1	1	0	0	1	0	1	0
53938	165	4	0	0	1.44927536231884	43	43	38	5881.68144466588	0.0896159317211949	8	22	1	0	0	1	0	0	0	1	0	0	0	1	0	1
53940	183	6	1	1	1.44927536231884	1	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
54112	384	2	0	0	4.34782608695652	6	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	1	0	0	1	0	1	0	0	0	0
54207	543	3	0	1	0.564971751412429	2	13	1	0	0	3	41	1	0	0	1	0	0	0	1	0	1	0	0	0	0
54583	426	3	0	1	13.0434782608696	43	43	39	10135.6574595272	0.107962213225371	4	26	1	0	1	1	0	0	0	1	0	0	0	1	0	1
54584	327	5	0	0	39.5973154362416	28	39	15	1707.2771752384201	0.0285714285714286	1	29	1	0	0	1	0	0	0	1	0	0	1	0	0	0
54681	563	5	0	0	0.564971751412429	43	43	5	1359.2163253178	0	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	1
55148	425	4	0	0	0	43	42	34	2399.95696469175	0.0606060606060606	3	23	1	0	0	1	0	0	0	0	0	0	0	1	0	1
55568	603	4	0	1	0	43	38	6	1181.60667045599	0	3	62	1	0	0	1	0	0	0	0	0	0	0	1	0	0
55658	311	5	1	0	7.83132530120482	43	34	93	22431.7004762595	0.0729312762973352	3	40	1	1	1	1	0	0	0	1	0	0	0	1	0	0
55669	741	6	1	1	5.71428571428571	43	43	15	1941.54997968551	0.142857142857143	2	37	1	0	0	1	0	0	0	1	0	0	0	1	0	1
55766	129	5	1	0	1.5748031496063	43	44	6	30.7988092221124	0.333333333333333	87	3	1	0	0	1	0	0	0	1	0	0	0	1	0	1
55998	365	7	1	0	0	0	36	8	75.0949328718287	0.392857142857143	3	14	1	0	0	1	0	0	0	0	1	0	0	0	0	0
56000	531	9	0	0	0	8	7	6	77.5012911171705	0.333333333333333	3	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0
56033	254	5	0	0	1.35135135135135	2	36	7	434.61065089177	0	3	9	1	0	0	0	1	0	0	1	0	1	0	0	0	0
56156	312	1	0	0	0	0	36	16	1555.37428612596	0.0682926829268293	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
56158	123	1	0	0	1.44927536231884	1	1	16	1555.37428612596	0.0682926829268293	1	14	0	0	0	0	0	1	0	1	0	1	0	0	1	0
56165	1189	3	0	0	0	1	2	6	78.9747039605591	0.133333333333333	3	18	1	0	0	0	1	0	0	0	0	1	0	0	1	0
56169	508	3	0	0	5.64971751412429	5	13	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	0	1	1	0	1	0	0	0	0
56172	492	1	0	0	0	43	36	3	38.2183972564189	0.333333333333333	3	21	0	0	0	1	0	0	0	0	0	0	0	1	0	0
56255	349	3	0	1	0	43	44	23	2691.68842419627	0.0158102766798419	3	25	1	0	0	0	0	1	0	0	0	0	0	1	0	1
56521	198	3	0	0	1.70454545454545	36	43	17	14003.9431597745	0.0294117647058824	3	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1
56547	261	6	0	0	0	1	36	18	1961.42662649699	0.0130718954248366	3	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0
56659	408	3	1	1	0	6	3	16	1555.37428612596	0.0682926829268293	3	2	1	0	0	0	1	0	0	0	0	1	0	0	1	0
56667	512	4	0	0	0	12	5	12	13882.9131862353	0.0606060606060606	1	3	1	0	1	0	0	1	0	0	0	0	1	0	1	0
56670	334	2	0	0	2.18978102189781	12	36	1	0	0	2	6	1	0	0	0	0	1	0	1	0	0	1	0	0	0
56983	392	1	0	0	1.12994350282486	42	31	27	3060.56914554145	0.0455840455840456	3	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
57082	2342	2	0	0	32.3529411764706	9	20	31	1948.38328485284	0.172043010752688	14	36	1	0	0	0	1	0	0	1	0	0	1	0	0	0
57159	400	6	0	0	0	8	20	129	54392.4684996474	0.0340358527131783	3	14	1	1	1	0	0	1	0	0	0	0	1	0	0	0
57161	420	1	1	1	0.675675675675676	41	41	20	1256.54545534403	0.0789473684210526	5	8	0	0	0	1	0	0	0	1	0	0	0	1	0	1
57169	1918	5	0	0	0.564971751412429	43	42	29	7489.97505765605	0.0246305418719212	3	60	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57194	1499	10	0	1	0	35	36	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
57404	462	3	0	0	0	41	40	4	1517.98327106137	0	3	181	1	0	0	1	0	0	0	0	0	0	0	1	0	0
57523	1898	6	0	0	2.7027027027027	40	44	6	189.537206496489	0	3	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1
57568	1722	6	0	1	4.34782608695652	42	42	29	1717.74239671704	0.083743842364532	3	24	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57574	410	2	0	0	0.584795321637427	2	7	4	598.557077811875	0	3	48	1	0	0	1	0	0	0	1	0	1	0	0	1	0
57580	1659	10	0	1	5.11363636363636	43	5	10	127.669604555681	0.222222222222222	3	3	1	0	0	0	0	1	0	1	0	0	0	1	1	0
57585	1269	2	0	0	9.23076923076923	42	33	15	439.529863095371	0.0666666666666667	3	60	1	0	0	0	1	0	0	1	0	0	0	1	0	0
57590	410	11	0	1	0	43	42	32	7539.86751297119	0.0120967741935484	3	16	1	0	0	1	0	0	0	0	0	0	0	1	0	1
57594	550	4	0	0	0	43	26	35	5660.53916402146	0.0420168067226891	3	46	1	0	0	0	0	1	0	0	0	0	0	1	0	0
57613	622	1	0	1	7.46268656716418	38	18	47	9116.67094498501	0.0138760407030527	3	44	0	1	1	0	1	0	0	1	0	0	0	1	0	0
57616	1081	4	0	1	1.69491525423729	37	44	22	2087.45871224048	0.0432900432900433	1	4	1	0	0	0	1	0	0	1	0	0	0	1	0	1
57617	973	2	0	0	18.8235294117647	43	32	56	14242.7824557328	0.0655844155844156	7	43	1	1	1	1	0	0	0	1	0	0	0	1	0	0
57621	514	4	0	0	2.8735632183908	43	44	26	3531.59593839984	0.116923076923077	3	3	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57622	771	12	0	1	0.568181818181818	7	36	92	14180.1308794841	0.39393215480172	4	18	1	1	1	1	0	0	0	1	0	0	1	0	0	0
57630	888	9	0	1	2.89855072463768	42	36	27	3522.5725784386	0.116809116809117	6	19	1	0	0	0	1	0	0	1	0	0	0	1	0	0
57643	1185	1	1	1	0	34	36	3	6.08399889151652	0	3	14	0	0	0	0	1	0	0	0	0	0	1	0	0	0
57650	905	3	0	0	18.75	34	43	44	11621.4773474307	0.0443974630021142	1	3	1	1	1	0	1	0	0	1	0	0	1	0	0	1
57657	774	6	0	1	0	18	29	3	1500.37595318071	0.333333333333333	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
57663	922	6	0	0	0	2	36	4	36.6278877589221	0	3	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
57687	419	5	0	1	2.7027027027027	23	3	6	4480.01590495159	0.133333333333333	3	6	1	0	0	1	0	0	0	1	0	0	1	0	1	0
57692	957	4	0	0	0.564971751412429	33	33	13	867.660368579578	0.0384615384615385	1	14	1	0	0	1	0	0	0	1	0	0	1	0	0	0
57695	979	7	0	0	21.1428571428571	37	39	96	23620.3424396644	0.0899122807017544	1	46	1	1	1	1	0	0	0	1	0	0	0	1	0	0
57703	908	4	0	0	38.9221556886228	43	43	38	4775.9713815673	0.0640113798008535	8	3	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57709	771	2	0	1	0	2	0	1	0	0	3	46	1	0	0	1	0	0	0	0	0	1	0	0	1	0
57710	1190	1	0	0	16.1764705882353	33	41	16	1555.37428612596	0.0682926829268293	3	41	0	0	0	0	0	1	0	1	0	0	1	0	0	1
57716	1461	2	0	0	1.19760479041916	37	2	9	996.608651818546	0.277777777777778	3	48	1	0	0	1	0	0	0	1	0	0	0	1	1	0
57717	776	5	1	1	0.609756097560976	27	36	34	22116.3202700001	0.0106951871657754	3	25	1	0	1	1	0	0	0	1	0	0	1	0	0	0
57719	1232	2	0	0	0	42	25	1	0	0	1	28	1	0	0	1	0	0	0	0	0	0	0	1	0	0
57721	456	2	0	0	31.3953488372093	43	43	6	55.0996347684308	0.0666666666666667	1	82	1	0	0	1	0	0	0	1	0	0	0	1	0	1
57731	2564	10	0	0	0.578034682080925	13	3	18	1198.27911215852	0.0326797385620915	8	14	1	0	0	1	0	0	0	1	0	0	1	0	1	0
57763	313	3	0	1	9.45945945945946	43	36	29	7262.01703326716	0.130541871921182	1	5	1	0	0	1	0	0	0	1	0	0	0	1	0	0
57794	645	4	1	0	19.0751445086705	42	43	60	5859.6001603628	0.118079096045198	8	40	1	1	0	1	0	0	0	1	0	0	0	1	0	1
57795	783	2	0	1	0	4	36	6	560.470333185883	0.2	3	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
57798	269	3	0	0	4.82758620689655	43	36	49	7047.15930453901	0.185374149659864	3	92	1	1	0	0	1	0	0	1	0	0	0	1	0	0
57805	923	5	0	0	2.84090909090909	43	43	121	28291.8124984467	0.0987603305785124	6	18	1	1	1	1	0	0	0	1	0	0	0	1	0	1
57817	84	1	0	0	2.89855072463768	14	36	3	51.826179943499	0	3	14	0	0	0	0	0	0	1	1	0	0	1	0	0	0
57819	95	3	1	0	39.5209580838323	42	44	64	7490.34164834374	0.121527777777778	17	21	1	1	0	1	0	0	0	1	0	0	0	1	0	1
57820	277	2	1	0	0.564971751412429	43	40	11	648.869817612676	0.0909090909090909	8	29	1	0	0	1	0	0	0	1	0	0	0	1	0	0
57824	41	0	0	0	0	2	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	0	0	1	0	0	0	0
57827	294	1	0	0	5.40540540540541	30	25	4	87.7610056234286	0	3	19	0	0	0	0	0	0	1	1	0	0	1	0	0	0
57829	540	4	0	0	0	0	1	1	0	0	1	14	1	0	0	0	0	1	0	0	1	0	0	0	1	0
57830	187	1	1	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	0	0	1	0	0	0	0
57835	1137	5	0	1	2.25988700564972	29	25	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	0	1	0	0	0
57864	475	3	0	1	0.564971751412429	9	17	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0
58157	151	3	0	0	0	2	5	17	1315.11335411053	0.0808823529411765	3	14	1	0	0	1	0	0	0	0	0	1	0	0	1	0
58158	331	5	0	1	0.568181818181818	1	1	2	3.18834901710215	0	3	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0
58475	240	3	0	0	27.9220779220779	42	43	3	15.9850360636167	0	3	14	1	0	0	0	0	1	0	1	0	0	0	1	0	1
58477	271	2	0	0	20.2312138728324	43	35	146	82773.0140316298	0.0359943316013226	1	36	1	1	1	1	0	0	0	1	0	0	0	1	0	0
